relative_path	byte_length	sha256
.phase1-verification/docx-visual/pages/page-06.png	217507	F73D121DBD96AD4816783FD180DC35E96ECE9A90ABF1B9E730206F544D86DD1A
.phase1-verification/docx-visual/pages/page-07.png	244397	ED912E101E03B69B9231407C7567CC9B34FF39F91880D46001C5AE00432FBE9B
.phase1-verification/docx-visual/pages/page-08.png	278441	C8A166EA943604F7D2F0A8A9C1E7E9FC103FB21D6EEA3E5DDF7585C981F0EC54
.phase1-verification/docx-visual/pages/page-09.png	220399	FADFC8185C3BC304BB432926FD49BD2B6A23E2044E1334FD96D022C065CCF4CE
.phase1-verification/docx-visual/pages/page-10.png	236399	F0AB7C8513FB07DA9B99AFC1619A7CE8F7284B5D381763F79E155614003A1B99
.phase1-verification/docx-visual/pages/page-11.png	270018	7D963FF710C5C103DC395D90770AE4C3623A845B7CFECEEEC4079566A9606B17
.phase1-verification/docx-visual/pages/page-12.png	213803	8117433AF7C9FC4A79073B4416A9AEF429D56B68940E36062CA1306E49BBCF76
.phase1-verification/docx-visual/pages/page-13.png	243936	2F5ED2643B221110619C7BE99E90B88C42930D94CF5D13B7C61C54A34211943C
.phase1-verification/docx-visual/pages/page-14.png	261778	3BA68D1279DE2C7FDDD3860AA7DA2C33440313CBEEC8F3BE2EAC4BD36318AC00
.phase1-verification/docx-visual/pages/page-15.png	264370	7C61DAD08CEE5567B9AA5491028CB8E22F67C66E0185DAB7C661EEF856123287
.phase1-verification/docx-visual/pages/page-16.png	222719	D47C1258CEEB6A318647D365D5A5F7D7243690FC0C801FF7A5107A157AFC813B
.phase1-verification/docx-visual/pages/page-17.png	226538	E1CB3E7C1BBFB71A54B7AB5E4AAB1F8618F6D70AAA8CBC5447906EB3E0913F0D
.phase1-verification/docx-visual/pages/page-18.png	185439	ABD6A6D79E0948CA2DFBF694297D25C5B2C4C68564999842EE7BA985A603D9D6
.phase1-verification/docx-visual/pages/page-19.png	250269	C8AF7018C5E5194F88EBB34D98A7C310AC9D56D0C684C2E234D8B45D7FD72243
.phase1-verification/docx-visual/pages/page-20.png	266257	252330652A6C62520BF7988570C8838806C6B29475F4D0148DD3BF221532DD31
.phase1-verification/docx-visual/pages/page-21.png	237494	782001349F32725BE98C0F24E0B58CC7503AC0321015ECD6F0C6BA0E7E4FAB44
.phase1-verification/docx-visual/pages/page-22.png	239156	0D330E2D82ECC568CCFDC69B95B52EEBA07E0BFDD4BA1B47E1D3A42AF4D53629
.phase1-verification/docx-visual/pages/page-23.png	231467	F9DD757D4E3ADA10E91E1088FF919C0902E6C26D7B4E56C814C6BBB46FBDA219
.phase1-verification/docx-visual/pages/page-24.png	189775	AAB17CB04AC6E925ACAD8D3062CECFAE822B202F58C7B9722318D05528B455F9
.phase1-verification/docx-visual/pages/page-25.png	156449	8833688CBB143B36F681DC60432FECCDAF0634735F63B206641BA1EA3C6130E4
.phase1-verification/docx-visual/pages/page-26.png	254430	4836888C11BD9EB179A0E75DFBC29084936C4EB811F498CEF1B6A53F1E0A6847
.phase1-verification/docx-visual/pages/page-27.png	251382	B4578FD21C2768A0DFBA265E9ECE18F517F3EBAB7572E2BB2537EC8E6B2FCC56
.phase1-verification/docx-visual/pages/page-28.png	163315	5B2AF3DD32487E3688196BDD1DF6E9B839BFB13C1B7A4F83D6A26CB1A76784C5
.phase1-verification/docx-visual/pages/page-29.png	199831	897D2D03BDF77274909792C2EC8D51E8B8449FB9ED063F6122B707FC5A8763C8
.phase1-verification/docx-visual/pages/page-30.png	158721	FD1C17A152BD2CD41F1DD4BA446E51F10CF04894E8409C9583D98444C5D5FC11
.phase1-verification/docx-visual/pages/page-31.png	205247	C55813867A9D2B9636179A9EE7E9DCE64303F799A9EBB31F2E74785F03DE0C97
.phase1-verification/docx-visual/pages/page-32.png	217388	F7FFCF76CE0DFA40636D1C062A2E62B016D636BEB3483690AB0D2D0E78E08597
.phase1-verification/docx-visual/pages/page-33.png	189294	84779D16BA16DCCF4122F91395F3F2265B66B8C69A0EB7B10FB2985964160BAF
.phase1-verification/docx-visual/pages/page-34.png	159488	2878A20796C1EDEB0F76CDEC19C34322BEEF7E3CF2C89D8E147EBF3E3AD0CCC8
.phase1-verification/docx-visual/pages/page-35.png	197164	6BF80D3E227689F0D02629A2349CC5FE51846431E1E8563CC909AE840EB5736A
.phase1-verification/docx-visual/pages/page-36.png	226817	F0D3B4C1DFFDAB1D1256E5DEAFA00BD51B9AA1EDD837C7FC9A22ABC3F6FCCDAE
.phase1-verification/docx-visual/pages/page-37.png	127813	60C2F19C7F53728D36ADF381BD2A9A217BFC2E94EA8896BCEB4ADB9481AFEEE8
.phase1-verification/docx-visual/pages/page-38.png	240419	B333850CD1A2376970715D5AAE492A0C7DAE6D139B873B6B892F20F2F9CD00C3
.phase1-verification/docx-visual/pages/page-39.png	186706	86BE90876D0FB7F91695D557AE2E9E5FAD279EEFDBC4D7759547556A7AB44B71
.phase1-verification/docx-visual/pages/page-40.png	219088	6937C579F6A873D9514B23F8D33458A1491D28DADE6DD745D040999286FD3A46
.phase1-verification/docx-visual/phase1-directive-render.pdf	594593	35DD6EB0A4CD87487B4597CDDD1285D7F47101DD2EE39DC2746BCD99A8589B79
.phase1-verification/docx-visual/visual-analysis.json	22486	E375D621054A4C0F584379EBB70AFDD521A21F11E50E39C389E6D72677FF5A63
.phase1-verification/phase1-report.json	30462	6402846D9A63B308CDE06402C42DBB7164A7DF9A3A9907B0FC103F37512BE5FF
.python-version	8	40411DC2C2726B4C7024D38318DD8DF45C528B49491EFB45939DD4A829847D94
ADR/0001-no-physical-industrial-communication.md	9656	78A052EC3776CB8049DC1566F105C473F95FCC55C35DD2F93D0838F8D9ACA34B
ADR/0002-original-project-format.md	11458	098247216F077BC4B6A42A16FAA212643625654E87B11EB5C8591E941C966E4D
ADR/0003-unified-plc-ir.md	11972	7AA4628D3E83DB346E77548A720C06F80E7CDF5AE2D2397EA5861B51FAA2AD70
ADR/0004-deterministic-virtual-time.md	11853	6ECD2475A92D113BCAECA128BE7F70550596E7C3DEEDF5F63051E2CE2075BB60
ASSET_PROVENANCE.json	3262	885F33AE6347F9F478D656C9BF3BBAD3401F13F36B783BF4BCF668F731624AFE
Cargo.lock	103	CAB3C319A062072CD280DF54FF4786200BF6CFE548A2C8674C0289DFA35AE214
Cargo.toml	120	2E81188A62E6F5A6CDF693697A528730ED825BE15E186957CF45F3AD96A18D9A
CHANGELOG_DIRECTIVE.md	7370	9E04FE0DDED3C3CC23373F8A0F384829326998E25D0577A1D53E66A537E54FB2
CLEAN_ROOM_POLICY.md	14713	A30305A3A52D68FDECF5077BF1FF479A54E33484C42D43D138F68EF72C213693
CODEX AUDIT AFTER RED TEAM.docx	20421	4D85D71CEB36AC0E4892CBF91FCDB4B6CE8FFC27E80DA20D754EE8008ABEB87F
CODEX RED TEAM AUDIT PHASE 1.docx	18163	515BD6A844AF1A2E71C829BA567214F73CA4E455278157960A3A11F25B8DF5B3
CONTRIBUTOR_CLEAN_ROOM_ATTESTATION.md	8842	20B2CCDFC392FDFAE03E3466CDAEC7777BBDD5FEDF5905BF3599995CDECD505B
DEPENDENCY_POLICY.md	17934	6071A19D9D84B53A09F410F2924853723807ED8D63BB7DC841C7590FC19463C9
docs/governance/DOCX_VISUAL_QA.md	4690	AC9772982347BBAC2F1D5886C366B05B145C7D82A279B2DBE2CCAF64B2C73EB1
docs/governance/PHASE_1_ADVERSARIAL_AUDIT.md	376779	854E5EADDCA2A4993926F8A5E54A902353F61AC02EE895692D47D403E4455988
docs/governance/PHASE_1_SCOPE_AUDIT.md	7080	368E90E7C707668F411C373C5193FDCBFF4513529EA853111DD362DA2BCEBA9D
docs/governance/PHASE_1_VERIFICATION_PLAN.md	4112	904703338536C9E98674044E9F898AEBA64A7C88C1136A5B6FCB1102C2B9396D
docs/governance/TOOLCHAIN_ADMISSION_REGISTER.md	30065	9D04271BEABEF158B723D7A93561B30A73F096BC55B763A04ECE43452D7A61D0
docs/research/UNRESOLVED_SOURCE_TOKENS.md	5831	F13CCD241714BD144D1F373D7F90769CC957751BF1F10B7494ABF765A3314D5B
EVIDENCE_REGISTER.json	27440	E15078B534260E3733E6842710E8440E32BBF769B521C86D0D17A6C49B75F5F9
Govs PLC project Research Report.md	127132	F05C08323B5CC9483BEB1FEB3C7312CCB9A45EBE3B527E6DAE069C181D3FBF55
IMPLEMENTATION_MATRIX.json	127268	40164335374065AA40572940924BC019D4F3F0ACCF3F4ADE1ACF6AEB6FBD41DC
LEGAL_REVIEW_CHECKLIST.md	12666	0F6BEF7EF42A5286DE3B5CF06D98B5D0899D625DB4E29F14B2DEC6CF04F93B8A
node_modules/.package-map.json	92	DCB0F89AC8C6C75143ABDAAC1C18CBA1A06BE1C7C0D59ECF753E516C972FB657
node_modules/.pnpm-workspace-state-v1.json	1001	E39538EECF11E8AC11A430C00A6828EC052D664838CBEEC2F58D8AD6EB230423
OPEN_DECISIONS.md	11173	D73B32EFCCE6E1BE28FD6130FA8D32D011DEC352D4F52193E85267763F51B1DE
package.json	670	38341E2C218B30D2A6C9ABA08CA3E5823AFDA277132BBFC261E3A2A401D4BF1A
PLC Engineering Simulator - Codex Master Implementation Directive Phase 1.docx	81045	EBF074E2CEAB752F09E6DB63D88E100991729DA13C1EB874290A6B337DA72612
pnpm-lock.yaml	114	17C814B167307942D3609C7B9D916CEDDB85839573AB39BAA114E30EDB132A1A
pnpm-workspace.yaml	149	412E3F1C1A5209EDC108815ED37CDF8364E8BBDC4A568D8E63B3C44548376609
README.md	3057	CEE4BD51B4A8A3E11CCF026F0B919EA14276F55F1537B0FC7B461E2D65CEF9F4
REQUIREMENTS.md	3991	876725C7BC22BE372EE97905EE00578A1C34AF0A48705F42FA6C4FA9DF07F469
requirements/phase1-requirements.json	735834	83A892ABB0151580689D5AC111CA2529E2F3C330BB8DFC9414D404C59CA5B32B
RISK_REGISTER.md	3955	944881F0F0905A6D24D0FD8A0BAB583232D4DCDC3C14D3E1AE8F794E978CE5BA
rust-toolchain.toml	51	DD510B4A3AB011309BB12F6FC3450596DA2080670BD4F922EAFF7CAD1CA65794
SECURITY_INVARIANTS.md	23275	056FFE579DA7483F049A5FDC5FFDAC02665AB298E4877A9F6BE6BB6222109F9F
tests/phase1/policy-contract.json	7469	0D96706B62EB446FAB0B35598E252CB84FBF87F43EA57FECF28E8A9080A0F013
THREAT_MODEL.md	22557	6455C5505EF2CD8D6C0D5EDB55181C628D36881686E64ECF1417E9C5546BD064
tools/phase1/__pycache__/extract_directive_requirements.cpython-313.pyc	27755	D279DAF1143505D557B0E71744D7C38E3346CEB6FBE2D81C49497074C73C92E5
tools/phase1/extract_directive_requirements.py	38110	299F052AB6E6249FA7019A5209B18403C6422A81627503417F06BEF2F26B9618
tools/phase1/run_phase1_verification.py	2653	7A0D383AB95DC005B03ABA98F5FFAD4DB878236CB93699434921749F28D713C7
tools/phase1/verify-phase1.mjs	42920	958D987BAC94BAE7F197CC8FCB658E9CA6E4511EA53EEB105618B8105D7877CC
